game_date,game_time,game_id,pitcher_id,pitcher,team,opponent,home_or_away,lineup_status,sportsbook,strikeout_line,over_odds,under_odds,statistics_only_projection,market_informed_projection,final_blended_projection,median_strikeouts,std_dev,model_over_probability,model_under_probability,projection_minus_line,recommendation,edge_grade,confidence,estimated_ev,expected_innings,expected_batters_faced,expected_pitch_count,workload_source,workload_role,validation_status,odds_timestamp,projection_timestamp,projection_id
2026-08-07,2026-08-07T22:45:00Z,822699,676917,Cade Cavalli,Washington Nationals,Cincinnati Reds,home,confirmed,FanDuel,6.5,120,-154,5.91,6.0,5.94,6.0,2.452,0.382,0.618,-0.5599999999999996,UNDER,Small estimated edge,HIGH,0.01929870129870126,5.11,21.9,85.6,mlb_season_totals,starter,valid,2026-08-07T20:25:23Z,2026-08-07T20:25:24.416668+00:00,ed037476-0fc2-4f37-b3e2-6794201fd4aa
2026-08-07,2026-08-07T22:45:00Z,822699,695534,Chase Petty,Cincinnati Reds,Washington Nationals,away,confirmed,unavailable,,,,4.39,4.42,4.39,4.0,2.16,,,,,,,,5.33,22.5,68.5,mlb_recent_starts,reliever,valid,2026-08-07T20:25:25Z,2026-08-07T20:25:26.122487+00:00,97912753-441c-423a-ae80-9d5816554a3c
